gene,baseline_mean,region
ENSG00000105976_MET,12.55811657,head
ENSG00000100823_APEX1,12.55701382,head
ENSG00000130508_PXDN,12.55675281,head
ENSG00000085719_CPNE3,12.55576139,head
ENSG00000132475_H3F3B,12.55543642,head
ENSG00000183723_CMTM4,12.55175304,head
ENSG00000101444_AHCY,12.55159352,head
ENSG00000145391_SETD7,12.54967493,head
ENSG00000134440_NARS,12.5496265,head
ENSG00000145860_RNF145,12.5492062,head
ENSG00000179010_MRFAP1,12.54888781,head
ENSG00000075275_CELSR1,12.54840584,head
ENSG00000138757_G3BP2,12.54422533,head
ENSG00000136813_ECPAS,12.54365695,head
ENSG00000100852_ARHGAP5,12.54263293,head
ENSG00000198363_ASPH,12.54201809,head
ENSG00000113328_CCNG1,12.53846022,head
ENSG00000088888_MAVS,12.536615,head
ENSG00000170606_HSPA4,12.53596845,head
ENSG00000054118_THRAP3,12.53291278,head
ENSG00000131143_COX4I1,12.53190378,head
ENSG00000125304_TM9SF2,12.53172842,head
ENSG00000156515_HK1,12.53131255,head
ENSG00000104447_TRPS1,12.52960867,head
ENSG00000135404_CD63,12.52928874,head
ENSG00000116489_CAPZA1,12.52512917,head
ENSG00000115484_CCT4,12.51882488,head
ENSG00000023228_NDUFS1,12.51739177,head
ENSG00000168066_SF1,12.51698257,head
ENSG00000167548_KMT2D,12.51679084,head
ENSG00000112159_MDN1,12.51644298,head
ENSG00000062038_CDH3,12.51580998,head
ENSG00000120137_PANK3,12.51484807,head
ENSG00000133316_WDR74,12.51266058,head
ENSG00000084090_STARD7,12.51209583,head
ENSG00000053747_LAMA3,12.51003099,head
ENSG00000114573_ATP6V1A,12.50857989,head
ENSG00000133030_MPRIP,12.50531016,head
ENSG00000247556_OIP5-AS1,12.50198941,head
ENSG00000084754_HADHA,12.50168436,head
ENSG00000170248_PDCD6IP,12.50159907,head
ENSG00000132466_ANKRD17,12.50063992,head
ENSG00000181885_CLDN7,12.49992455,head
ENSG00000164163_ABCE1,12.49891249,head
ENSG00000010256_UQCRC1,12.49566525,head
ENSG00000160213_CSTB,12.4955364,head
ENSG00000177697_CD151,12.49470807,head
ENSG00000165629_ATP5F1C,12.49295256,head
ENSG00000125944_HNRNPR,12.49248491,head
ENSG00000143797_MBOAT2,12.49242341,head
ENSG00000086061_DNAJA1,12.49150762,head
ENSG00000165527_ARF6,12.49061178,head
ENSG00000115464_USP34,12.48972263,head
ENSG00000148175_STOM,12.48562257,head
ENSG00000162368_CMPK1,12.48351424,head
ENSG00000090863_GLG1,12.4825412,head
ENSG00000108946_PRKAR1A,12.47897054,head
ENSG00000064393_HIPK2,12.47861796,head
ENSG00000080603_SRCAP,12.47645257,head
ENSG00000129353_SLC44A2,12.47550175,head
ENSG00000108829_LRRC59,12.4738427,head
ENSG00000168672_LRATD2,12.47284871,head
ENSG00000123908_AGO2,12.47118074,head
ENSG00000100097_LGALS1,12.47019116,head
ENSG00000010278_CD9,12.4698951,head
ENSG00000134324_LPIN1,12.46852476,head
ENSG00000159335_PTMS,12.46630009,head
ENSG00000160285_LSS,12.4607793,head
ENSG00000168610_STAT3,12.46026649,head
ENSG00000122786_CALD1,12.45992287,head
ENSG00000173230_GOLGB1,12.45929887,head
ENSG00000149136_SSRP1,12.45814032,head
ENSG00000146648_EGFR,12.45722094,head
ENSG00000118257_NRP2,12.45599448,head
ENSG00000188229_TUBB4B,12.45541909,head
ENSG00000157514_TSC22D3,12.45529359,head
ENSG00000104067_TJP1,12.45415188,head
ENSG00000197451_HNRNPAB,12.45191152,head
ENSG00000010244_ZNF207,12.45178679,head
ENSG00000120694_HSPH1,12.4511591,head
ENSG00000179051_RCC2,12.44973491,head
ENSG00000165671_NSD1,12.44950587,head
ENSG00000197879_MYO1C,12.44840806,head
ENSG00000079805_DNM2,12.44771151,head
ENSG00000088832_FKBP1A,12.44639927,head
ENSG00000175793_SFN,12.44445263,head
ENSG00000160752_FDPS,12.44310863,head
ENSG00000162402_USP24,12.4425619,head
ENSG00000162433_AK4,12.44190094,head
ENSG00000049759_NEDD4L,12.44121153,head
ENSG00000135390_ATP5MC2,12.43970927,head
ENSG00000184575_XPOT,12.43724547,head
ENSG00000154518_ATP5MC3,12.43699767,head
ENSG00000111530_CAND1,12.43698411,head
ENSG00000104341_LAPTM4B,12.43425658,head
ENSG00000004455_AK2,12.4337259,head
ENSG00000204256_BRD2,12.4336682,head
ENSG00000141736_ERBB2,12.43238168,head
ENSG00000099875_MKNK2,12.43200917,head
ENSG00000213719_CLIC1,12.42837864,head
ENSG00000172053_QARS,12.42162696,head
ENSG00000157106_SMG1,12.41503494,head
ENSG00000205581_HMGN1,12.41388528,head
ENSG00000089220_PEBP1,12.41266452,head
ENSG00000110367_DDX6,12.41121521,head
ENSG00000186395_KRT10,12.41054276,head
ENSG00000172809_RPL38,12.41015296,head
ENSG00000189143_CLDN4,12.40966653,head
ENSG00000083312_TNPO1,12.4043961,head
ENSG00000142089_IFITM3,12.40415076,head
ENSG00000088247_KHSRP,12.40207022,head
ENSG00000047410_TPR,12.39945579,head
ENSG00000089280_FUS,12.39896836,head
ENSG00000141279_NPEPPS,12.39891799,head
ENSG00000167306_MYO5B,12.39867075,head
ENSG00000155380_SLC16A1,12.39793981,head
ENSG00000124207_CSE1L,12.39720618,head
ENSG00000126602_TRAP1,12.38441046,head
ENSG00000152332_UHMK1,12.3834042,head
ENSG00000109133_TMEM33,12.37864842,head
ENSG00000112249_ASCC3,12.37634868,head
ENSG00000119888_EPCAM,12.37388017,head
ENSG00000113558_SKP1,12.37373796,head
ENSG00000072110_ACTN1,12.37367335,head
ENSG00000186591_UBE2H,12.37281543,head
ENSG00000144895_EIF2A,12.37063385,head
ENSG00000113282_CLINT1,12.36992482,head
ENSG00000149100_EIF3M,12.36720595,head
ENSG00000013364_MVP,12.3665314,head
ENSG00000131653_TRAF7,12.36372694,head
ENSG00000172893_DHCR7,12.36338103,head
ENSG00000172534_HCFC1,12.36193194,head
ENSG00000170540_ARL6IP1,12.36085561,head
ENSG00000074695_LMAN1,12.3606674,head
ENSG00000125398_SOX9,12.35802954,head
ENSG00000196504_PRPF40A,12.35551195,head
ENSG00000205609_EIF3CL,12.35518797,head
ENSG00000184743_ATL3,12.35320138,head
ENSG00000161203_AP2M1,12.35284655,head
ENSG00000137693_YAP1,12.35107289,head
ENSG00000104824_HNRNPL,12.34762776,head
ENSG00000103187_COTL1,12.34688482,head
ENSG00000114554_PLXNA1,12.3467902,head
ENSG00000065427_KARS,12.34634001,head
ENSG00000067704_IARS2,12.34624453,head
ENSG00000122565_CBX3,12.34613112,head
ENSG00000170017_ALCAM,12.34537919,head
ENSG00000133313_CNDP2,12.34304436,head
ENSG00000091409_ITGA6,12.34220499,head
ENSG00000253352_TUG1,12.34207954,head
ENSG00000123505_AMD1,12.34162752,head
ENSG00000149806_FAU,12.3375421,head
ENSG00000160007_ARHGAP35,12.32972549,head
ENSG00000198563_DDX39B,12.32571617,head
ENSG00000198668_CALM1,12.32129763,head
ENSG00000149043_SYT8,12.32093923,head
ENSG00000088986_DYNLL1,12.32070496,head
ENSG00000087086_FTL,12.31966107,head
ENSG00000141232_TOB1,12.31884823,head
ENSG00000107731_UNC5B,12.31649158,head
ENSG00000164032_H2AFZ,12.31442636,head
ENSG00000173473_SMARCC1,12.31291605,head
ENSG00000127616_SMARCA4,12.31264306,head
ENSG00000164733_CTSB,12.3120802,head
ENSG00000197081_IGF2R,12.31168829,head
ENSG00000129595_EPB41L4A,12.3113015,head
ENSG00000132821_VSTM2L,12.31019574,head
ENSG00000144674_GOLGA4,12.30942102,head
ENSG00000136810_TXN,12.30907348,head
ENSG00000068878_PSME4,12.30668968,head
ENSG00000134287_ARF3,12.3056545,head
ENSG00000089159_PXN,12.30178062,head
ENSG00000131236_CAP1,12.29957026,head
ENSG00000175390_EIF3F,12.29956303,head
ENSG00000166145_SPINT1,12.29817135,head
ENSG00000197226_TBC1D9B,12.29768497,head
ENSG00000152104_PTPN14,12.29549093,head
ENSG00000077097_TOP2B,12.29530284,head
ENSG00000143612_C1orf43,12.29357295,head
ENSG00000105568_PPP2R1A,12.28871494,head
ENSG00000133318_RTN3,12.28656314,head
ENSG00000261150_EPPK1,12.28538726,head
ENSG00000166888_STAT6,12.28421887,head
ENSG00000269821_KCNQ1OT1,12.28410797,head
ENSG00000133657_ATP13A3,12.28373175,head
ENSG00000140740_UQCRC2,12.28287382,head
ENSG00000167291_TBC1D16,12.28272664,head
ENSG00000118705_RPN2,12.28176085,head
ENSG00000151239_TWF1,12.28124733,head
ENSG00000169905_TOR1AIP2,12.28002164,head
ENSG00000198752_CDC42BPB,12.27920195,head
ENSG00000122218_COPA,12.27766505,head
ENSG00000172380_GNG12,12.27737262,head
ENSG00000126012_KDM5C,12.27066283,head
ENSG00000065000_AP3D1,12.26775539,head
ENSG00000163171_CDC42EP3,12.2665374,head
ENSG00000204394_VARS,12.26586724,head
ENSG00000114978_MOB1A,12.26534547,head
ENSG00000112851_ERBIN,12.26357401,head
ENSG00000123562_MORF4L2,12.26353259,head
ENSG00000168528_SERINC2,12.26297311,head
ENSG00000163466_ARPC2,12.26239005,head
ENSG00000139514_SLC7A1,12.26209664,head
ENSG00000067167_TRAM1,12.26072688,head
ENSG00000179091_CYC1,12.25958738,head
ENSG00000113648_H2AFY,12.25933188,head
ENSG00000080345_RIF1,12.25899383,head
ENSG00000113407_TARS,12.25764092,head
ENSG00000104763_ASAH1,12.25747624,head
ENSG00000055609_KMT2C,12.2574058,head
ENSG00000114439_BBX,12.25575452,head
ENSG00000102580_DNAJC3,12.25518607,head
ENSG00000092201_SUPT16H,12.25513347,head
ENSG00000152795_HNRNPDL,12.25209348,head
ENSG00000115107_STEAP3,12.25184993,head
ENSG00000213853_EMP2,12.24945511,head
ENSG00000167085_PHB,12.24880107,head
ENSG00000146223_RPL7L1,12.24563904,head
ENSG00000128833_MYO5C,12.2445031,head
ENSG00000124831_LRRFIP1,12.24419717,head
ENSG00000134352_IL6ST,12.24222494,head
ENSG00000115884_SDC1,12.24178912,head
ENSG00000181222_POLR2A,12.24060061,head
ENSG00000117724_CENPF,12.23902947,head
ENSG00000084733_RAB10,12.23731537,head
ENSG00000172216_CEBPB,12.23635403,head
ENSG00000160014_CALM3,12.23609982,head
ENSG00000102024_PLS3,12.23563732,head
ENSG00000277443_MARCKS,12.23533748,head
ENSG00000111775_COX6A1,12.23079656,head
ENSG00000169567_HINT1,12.23065588,head
ENSG00000153292_ADGRF1,12.23049673,head
ENSG00000143549_TPM3,12.22845945,head
ENSG00000129128_SPCS3,12.22800575,head
ENSG00000177410_ZFAS1,12.22777432,head
ENSG00000165637_VDAC2,12.22666304,head
ENSG00000102804_TSC22D1,12.22631861,head
ENSG00000174903_RAB1B,12.22539504,head
ENSG00000196914_ARHGEF12,12.22370538,head
ENSG00000084774_CAD,12.22226336,head
ENSG00000160551_TAOK1,12.2208402,head
ENSG00000138430_OLA1,12.22037851,head
ENSG00000143162_CREG1,12.21769614,head
ENSG00000120705_ETF1,12.21638844,head
ENSG00000168710_AHCYL1,12.21582621,head
ENSG00000105438_KDELR1,12.21451511,head
ENSG00000106153_CHCHD2,12.21091149,head
ENSG00000167815_PRDX2,12.21037456,head
ENSG00000198231_DDX42,12.20853767,head
ENSG00000113522_RAD50,12.20792316,head
ENSG00000148730_EIF4EBP2,12.20776553,head
ENSG00000062716_VMP1,12.20725318,head
ENSG00000140263_SORD,12.20702817,head
ENSG00000110422_HIPK3,12.20583778,head
ENSG00000185787_MORF4L1,12.20498546,head
ENSG00000115758_ODC1,12.20354846,head
ENSG00000173457_PPP1R14B,12.19658375,head
ENSG00000143742_SRP9,12.19391589,head
ENSG00000136938_ANP32B,12.19318245,head
ENSG00000130164_LDLR,12.19202012,head
ENSG00000075785_RAB7A,12.19144175,head
ENSG00000134910_STT3A,12.1914186,head
ENSG00000125534_PPDPF,12.19122438,head
ENSG00000149084_HSD17B12,12.19016263,head
ENSG00000162521_RBBP4,12.18616909,head
ENSG00000273749_CYFIP1,12.18580573,head
ENSG00000142798_HSPG2,12.18556573,head
ENSG00000042493_CAPG,12.1852712,head
ENSG00000170776_AKAP13,12.18509243,head
ENSG00000136758_YME1L1,12.18489777,head
ENSG00000144746_ARL6IP5,12.18473084,head
ENSG00000165959_CLMN,12.18273991,head
ENSG00000096063_SRPK1,12.18241317,head
ENSG00000168439_STIP1,12.18143027,head
ENSG00000175216_CKAP5,12.17948708,head
ENSG00000131747_TOP2A,12.17923744,head
ENSG00000124795_DEK,12.17689175,head
ENSG00000135018_UBQLN1,12.17378868,head
ENSG00000108828_VAT1,12.17373046,head
ENSG00000145495_MARCH6,12.17294586,head
ENSG00000106546_AHR,12.17115784,head
ENSG00000198830_HMGN2,12.1709433,head
ENSG00000120742_SERP1,12.17016449,head
ENSG00000102225_CDK16,12.17011183,head
ENSG00000169504_CLIC4,12.16975065,head
ENSG00000112245_PTP4A1,12.1680322,head
ENSG00000172115_CYCS,12.16522579,head
ENSG00000206053_JPT2,12.16515503,head
ENSG00000114850_SSR3,12.16394079,head
ENSG00000139218_SCAF11,12.15950581,head
ENSG00000137962_ARHGAP29,12.15942518,head
ENSG00000129625_REEP5,12.15711141,head
ENSG00000138688_KIAA1109,12.15684112,head
ENSG00000115419_GLS,12.15552189,head
ENSG00000135679_MDM2,12.15522562,head
ENSG00000181061_HIGD1A,12.15238115,head
ENSG00000204525_HLA-C,12.15234992,head
ENSG00000162599_NFIA,12.15102398,head
ENSG00000148248_SURF4,12.15015658,head
ENSG00000130429_ARPC1B,12.14699585,head
ENSG00000121774_KHDRBS1,12.14522157,head
ENSG00000049449_RCN1,12.14403452,head
ENSG00000149187_CELF1,12.1417868,head
ENSG00000135052_GOLM1,12.13766729,head
ENSG00000161013_MGAT4B,12.13758577,head
ENSG00000205730_ITPRIPL2,12.13646381,head
ENSG00000079257_LXN,12.13589197,head
ENSG00000140391_TSPAN3,12.13574044,head
ENSG00000124193_SRSF6,12.13513774,head
ENSG00000093144_ECHDC1,12.13474382,head
ENSG00000184363_PKP3,12.13290443,head
ENSG00000134884_ARGLU1,12.13271277,head
ENSG00000167468_GPX4,12.13166915,head
ENSG00000100504_PYGL,12.12999967,head
ENSG00000275052_PPP4R3B,12.12822359,head
ENSG00000137575_SDCBP,12.12785574,head
ENSG00000108219_TSPAN14,12.12735846,head
ENSG00000165272_AQP3,12.12631765,head
ENSG00000160862_AZGP1,12.12577754,head
ENSG00000099783_HNRNPM,12.1252517,head
ENSG00000153147_SMARCA5,12.12272447,head
ENSG00000175166_PSMD2,12.12037067,head
ENSG00000136731_UGGT1,12.11887864,head
ENSG00000127481_UBR4,12.11887822,head
ENSG00000130066_SAT1,12.11779154,head
ENSG00000242265_PEG10,12.11328875,head
ENSG00000270066_AL356488.2,12.10962141,head
ENSG00000068654_POLR1A,12.10924941,head
ENSG00000198695_MT-ND6,12.10810834,head
ENSG00000163932_PRKCD,12.10802374,head
ENSG00000112697_TMEM30A,12.10706764,head
ENSG00000129116_PALLD,12.1068358,head
ENSG00000121060_TRIM25,12.10658541,head
ENSG00000105373_NOP53,12.10653313,head
ENSG00000102910_LONP2,12.10591852,head
ENSG00000025800_KPNA6,12.10366459,head
ENSG00000127914_AKAP9,12.10282615,head
ENSG00000100714_MTHFD1,12.10075851,head
ENSG00000068697_LAPTM4A,12.09700887,head
ENSG00000111912_NCOA7,12.09630825,head
ENSG00000182095_TNRC18,12.09615236,head
ENSG00000105887_MTPN,12.09604646,head
ENSG00000141027_NCOR1,12.09418263,head
ENSG00000133706_LARS,12.0938961,head
ENSG00000119285_HEATR1,12.08899026,head
ENSG00000100243_CYB5R3,12.08851798,head
ENSG00000179889_PDXDC1,12.08840291,head
ENSG00000197965_MPZL1,12.08835964,head
ENSG00000115091_ACTR3,12.08571485,head
ENSG00000186480_INSIG1,12.08555849,head
ENSG00000113441_LNPEP,12.08480833,head
ENSG00000105514_RAB3D,12.08100154,head
ENSG00000175387_SMAD2,12.08099514,head
ENSG00000163714_U2SURP,12.08064285,head
ENSG00000189067_LITAF,12.08044655,head
ENSG00000148672_GLUD1,12.0795461,head
ENSG00000116539_ASH1L,12.0775593,head
ENSG00000009335_UBE3C,12.07680248,head
ENSG00000072364_AFF4,12.0718993,head
ENSG00000196591_HDAC2,12.07185619,head
ENSG00000105810_CDK6,12.07063788,head
ENSG00000142910_TINAGL1,12.07056883,head
ENSG00000132463_GRSF1,12.06653625,head
ENSG00000116754_SRSF11,12.06640334,head
ENSG00000272325_NUDT3,12.06557873,head
ENSG00000205336_ADGRG1,12.06546639,head
ENSG00000148400_NOTCH1,12.0641634,head
ENSG00000125166_GOT2,12.06390487,head
ENSG00000178104_PDE4DIP,12.06221907,head
ENSG00000148180_GSN,12.05951067,head
ENSG00000091136_LAMB1,12.05713789,head
ENSG00000103769_RAB11A,12.05681032,head
ENSG00000168924_LETM1,12.05591441,head
ENSG00000184432_COPB2,12.05581107,head
ENSG00000204463_BAG6,12.05470426,head
ENSG00000114686_MRPL3,12.054415,head
ENSG00000168092_PAFAH1B2,12.05409422,head
ENSG00000188612_SUMO2,12.05357415,head
ENSG00000152291_TGOLN2,12.05146857,head
ENSG00000108021_TASOR2,12.05044824,head
ENSG00000119669_IRF2BPL,12.04987346,head
ENSG00000182199_SHMT2,12.04985644,head
ENSG00000134871_COL4A2,12.04879239,head
ENSG00000135506_OS9,12.04837909,head
ENSG00000104517_UBR5,12.04725318,head
ENSG00000153561_RMND5A,12.04649956,head
ENSG00000101126_ADNP,12.04411181,head
ENSG00000049618_ARID1B,12.04402854,head
ENSG00000063244_U2AF2,12.04319739,head
ENSG00000198677_TTC37,12.0397843,head
ENSG00000149547_EI24,12.03935374,head
ENSG00000183864_TOB2,12.03514599,head
ENSG00000143569_UBAP2L,12.034979,head
ENSG00000140526_ABHD2,12.03364185,head
ENSG00000173848_NET1,12.03324471,head
ENSG00000138668_HNRNPD,12.03100813,head
ENSG00000182481_KPNA2,12.02805695,head
ENSG00000077232_DNAJC10,12.02606117,head
ENSG00000069329_VPS35,12.02525402,head
ENSG00000142208_AKT1,12.02462714,head
ENSG00000065154_OAT,12.02306651,head
ENSG00000163938_GNL3,12.02184004,head
ENSG00000116209_TMEM59,12.02129544,head
ENSG00000167792_NDUFV1,12.02104455,head
ENSG00000137845_ADAM10,12.02070946,head
ENSG00000075618_FSCN1,12.02041525,head
ENSG00000088367_EPB41L1,12.01949396,head
ENSG00000137876_RSL24D1,12.01944415,head
ENSG00000060749_QSER1,12.01934926,head
ENSG00000105701_FKBP8,12.01732124,head
ENSG00000198408_OGA,12.01658323,head
ENSG00000113048_MRPS27,12.01111095,head
ENSG00000110092_CCND1,12.01081701,head
ENSG00000196535_MYO18A,12.0103126,head
ENSG00000110651_CD81,12.00985037,head
ENSG00000150593_PDCD4,12.00909431,head
ENSG00000187555_USP7,12.00736368,head
ENSG00000173432_SAA1,12.00559664,head
ENSG00000134644_PUM1,12.00516464,head
ENSG00000009954_BAZ1B,12.00214757,head
ENSG00000166747_AP1G1,12.00161716,head
ENSG00000021762_OSBPL5,12.00088413,head
ENSG00000166326_TRIM44,12.00041701,head
ENSG00000198743_SLC5A3,12.0000159,head
ENSG00000183742_MACC1,11.99949449,head
ENSG00000162613_FUBP1,11.99865236,head
ENSG00000073578_SDHA,11.99524998,head
ENSG00000100242_SUN2,11.99482312,head
ENSG00000171634_BPTF,11.99467728,head
ENSG00000100650_SRSF5,11.99380752,head
ENSG00000180370_PAK2,11.99378781,head
ENSG00000164070_HSPA4L,11.99353667,head
ENSG00000214022_REPIN1,11.99307784,head
ENSG00000182831_C16orf72,11.99135028,head
ENSG00000275023_MLLT6,11.99112197,head
ENSG00000138821_SLC39A8,11.99084466,head
ENSG00000051620_HEBP2,11.99077255,head
ENSG00000131503_ANKHD1,11.99017117,head
ENSG00000058668_ATP2B4,11.99004741,head
ENSG00000110042_DTX4,11.98859647,head
ENSG00000075292_ZNF638,11.988351,head
ENSG00000198836_OPA1,11.98832045,head
ENSG00000123159_GIPC1,11.98808526,head
ENSG00000012660_ELOVL5,11.9879484,head
ENSG00000132382_MYBBP1A,11.98631335,head
ENSG00000187231_SESTD1,11.98526693,head
ENSG00000185164_NOMO2,11.98510373,head
ENSG00000138768_USO1,11.98431484,head
ENSG00000169855_ROBO1,11.98276689,head
ENSG00000108848_LUC7L3,11.98144198,head
ENSG00000071054_MAP4K4,11.97835856,head
ENSG00000142168_SOD1,11.97800872,head
ENSG00000047315_POLR2B,11.97472957,head
ENSG00000176619_LMNB2,11.97386854,head
ENSG00000145730_PAM,11.97339504,head
ENSG00000100813_ACIN1,11.97150855,head
ENSG00000100811_YY1,11.97120487,head
ENSG00000177156_TALDO1,11.96754795,head
ENSG00000123064_DDX54,11.96731333,head
ENSG00000173575_CHD2,11.96641356,head
ENSG00000114416_FXR1,11.96578926,head
ENSG00000113810_SMC4,11.96516588,head
ENSG00000188529_SRSF10,11.96504944,head
ENSG00000105953_OGDH,11.96362017,head
ENSG00000168374_ARF4,11.96303951,head
ENSG00000125648_SLC25A23,11.96259266,head
ENSG00000138674_SEC31A,11.96243552,head
ENSG00000058673_ZC3H11A,11.96002694,head
ENSG00000100412_ACO2,11.95920385,head
ENSG00000130396_AFDN,11.9585152,head
ENSG00000118482_PHF3,11.95839604,head
ENSG00000125977_EIF2S2,11.95820837,head
ENSG00000005810_MYCBP2,11.95819665,head
ENSG00000134851_TMEM165,11.95782052,head
ENSG00000131467_PSME3,11.95748135,head
ENSG00000013306_SLC25A39,11.95561996,head
ENSG00000100393_EP300,11.95357972,head
ENSG00000103512_NOMO1,11.95275247,head
ENSG00000203875_SNHG5,11.95198354,head
ENSG00000176658_MYO1D,11.95108982,head
ENSG00000123983_ACSL3,11.94837621,head
ENSG00000104687_GSR,11.94830267,head
ENSG00000111229_ARPC3,11.94746837,head
ENSG00000078114_NEBL,11.94558629,head
ENSG00000056097_ZFR,11.94495337,head
ENSG00000017260_ATP2C1,11.9443141,head
ENSG00000136156_ITM2B,11.94413819,head
ENSG00000169908_TM4SF1,11.94110567,head
ENSG00000005007_UPF1,11.94056983,head
ENSG00000105281_SLC1A5,11.93970085,head
ENSG00000196367_TRRAP,11.93900258,head
ENSG00000175582_RAB6A,11.93878297,head
ENSG00000115307_AUP1,11.93746118,head
ENSG00000136193_SCRN1,11.9359497,head
ENSG00000134909_ARHGAP32,11.93573181,head
ENSG00000138814_PPP3CA,11.93358086,head
ENSG00000175029_CTBP2,11.93338854,head
ENSG00000117713_ARID1A,11.93282911,head
ENSG00000115541_HSPE1,11.93238651,head
ENSG00000064666_CNN2,11.93215071,head
ENSG00000160796_NBEAL2,11.93077398,head
ENSG00000069011_PITX1,11.93075429,head
ENSG00000196562_SULF2,11.93037722,head
ENSG00000108679_LGALS3BP,11.92999027,head
ENSG00000108604_SMARCD2,11.92924681,head
ENSG00000172845_SP3,11.92820761,head
ENSG00000008282_SYPL1,11.92818363,head
ENSG00000138834_MAPK8IP3,11.92787598,head
ENSG00000148700_ADD3,11.92735094,head
ENSG00000100300_TSPO,11.92455359,head
ENSG00000185591_SP1,11.92159396,head
ENSG00000165672_PRDX3,11.92032527,head
ENSG00000197930_ERO1A,11.9199714,head
ENSG00000168447_SCNN1B,11.91906878,head
ENSG00000198146_ZNF770,11.91886116,head
ENSG00000143153_ATP1B1,11.91640671,head
ENSG00000164091_WDR82,11.91613195,head
ENSG00000169021_UQCRFS1,11.91585718,head
ENSG00000159658_EFCAB14,11.91573499,head
ENSG00000135677_GNS,11.91538983,head
ENSG00000054219_LY75,11.91496402,head
ENSG00000163347_CLDN1,11.91376215,head
ENSG00000197448_GSTK1,11.91349654,head
ENSG00000197969_VPS13A,11.91335964,head
ENSG00000158195_WASF2,11.91047887,head
ENSG00000073060_SCARB1,11.91010594,head
ENSG00000165650_PDZD8,11.90995544,head
ENSG00000104413_ESRP1,11.90967459,head
ENSG00000159692_CTBP1,11.90945851,head
ENSG00000124151_NCOA3,11.90729025,head
ENSG00000132294_EFR3A,11.90583463,head
ENSG00000101266_CSNK2A1,11.90511532,head
ENSG00000100528_CNIH1,11.90395238,head
ENSG00000072501_SMC1A,11.90266572,head
ENSG00000167880_EVPL,11.90261084,head
ENSG00000163946_TASOR,11.9026057,head
ENSG00000102317_RBM3,11.90250836,head
ENSG00000007168_PAFAH1B1,11.89917307,head
ENSG00000244687_UBE2V1,11.89837182,head
